index,prediction,confidence,breed
88,Golden_Retriever,0.633037,True
88,Kuvasz,0.14639100000000002,True
88,Labrador_Retriever,0.0461837,True
89,Pembroke,0.435254,True
89,Cardigan,0.30740700000000004,True
89,Cocker_Spaniel,0.0331583,True
90,Yorkshire_Terrier,0.618957,True
90,Silky_Terrier,0.300313,True
90,Australian_Terrier,0.053412,True
91,Pomeranian,0.412893,True
91,Pembroke,0.312958,True
91,Chihuahua,0.0719604,True
92,Toy_Poodle,0.787424,True
92,Miniature_Poodle,0.202225,True
92,Teddy,0.00404722,False
93,Electric_Fan,0.984377,False
93,Spotlight,0.00773671,False
93,Lampshade,0.00190123,False
94,Web_Site,0.998258,False
94,Dishwasher,0.000201084,False
94,Oscilloscope,0.000141736,False
95,Web_Site,0.999335,False
95,Vizsla,8.10632e-05,True
95,Collie,6.915899999999999e-05,True
96,Ibex,0.6190979999999999,False
96,Bighorn,0.125119,False
96,Ram,0.0746732,False
97,Kuvasz,0.360159,True
97,Golden_Retriever,0.293744,True
97,Labrador_Retriever,0.270673,True
98,Fire_Engine,0.8834930000000001,False
98,Tow_Truck,0.07473389999999999,False
98,Jeep,0.0127726,False
99,West_Highland_White_Terrier,0.360465,True
99,Pug,0.0934941,True
99,Ice_Bear,0.0690382,False
100,Lorikeet,0.466149,False
100,Hummingbird,0.083011,False
100,African_Grey,0.0542474,False
101,Dalmatian,0.5350729999999999,True
101,English_Setter,0.451219,True
101,Great_Dane,0.00816361,True
102,Flat-Coated_Retriever,0.508392,True
102,Chesapeake_Bay_Retriever,0.262239,True
102,Curly-Coated_Retriever,0.048919800000000006,True
103,Toyshop,0.253089,False
103,Chihuahua,0.187155,True
103,Brabancon_Griffon,0.112799,True
104,Miniature_Pinscher,0.2142,True
104,Bath_Towel,0.146789,False
104,Chihuahua,0.104152,True
105,Malamute,0.967275,True
105,Siberian_Husky,0.0161675,True
105,Eskimo_Dog,0.0112774,True
106,Jigsaw_Puzzle,1.0,False
106,Prayer_Rug,1.0113e-08,False
106,Doormat,1.7401699999999998e-10,False
107,Common_Iguana,0.999647,False
107,Frilled_Lizard,0.00018115,False
107,African_Chameleon,0.000128357,False
108,Seat_Belt,0.200373,False
108,Miniature_Pinscher,0.106003,True
108,Schipperke,0.104733,True
109,Malamute,0.0885297,True
109,Golden_Retriever,0.08749860000000001,True
109,Muzzle,0.0750077,False
110,Pomeranian,0.8004319999999999,True
110,Pekinese,0.168445,True
110,Chihuahua,0.00894952,True
111,Norwegian_Elkhound,0.298881,True
111,Malamute,0.279479,True
111,Eskimo_Dog,0.198428,True
112,Frilled_Lizard,0.257695,False
112,Ox,0.23516,False
112,Triceratops,0.0853169,False
113,Leatherback_Turtle,0.452517,False
113,Boxer,0.196655,True
113,Terrapin,0.160983,False
114,Labrador_Retriever,0.209051,True
114,Hog,0.20398,False
114,Newfoundland,0.165914,True
115,Hamster,0.172078,False
115,Guinea_Pig,0.0949242,False
115,Band_Aid,0.0599952,False
116,Pembroke,0.548896,True
116,Cardigan,0.191101,True
116,Collie,0.0598141,True
117,Angora,0.918834,False
117,Hen,0.037793400000000005,False
117,Wood_Rabbit,0.0110149,False
118,Arctic_Fox,0.473584,False
118,Wallaby,0.261411,False
118,White_Wolf,0.0809478,False
119,Chihuahua,0.664834,True
119,Cowboy_Boot,0.060343,False
119,Giant_Panda,0.0598375,False
120,Blenheim_Spaniel,0.958402,True
120,Cocker_Spaniel,0.0267643,True
120,Welsh_Springer_Spaniel,0.00778991,True
121,Labrador_Retriever,0.65518,True
121,Golden_Retriever,0.107884,True
121,Chesapeake_Bay_Retriever,0.0658347,True
122,Chow,0.395101,True
122,Golden_Retriever,0.372115,True
122,Labrador_Retriever,0.148785,True
123,Trombone,0.390339,False
123,Cornet,0.314149,False
123,French_Horn,0.255182,False
124,Chow,0.8093199999999999,True
124,Minivan,0.07131069999999999,False
124,Pekinese,0.0378696,True
125,Chihuahua,0.7345470000000001,True
125,Miniature_Pinscher,0.06829439999999999,True
125,Toy_Terrier,0.0463671,True
126,Canoe,0.407683,False
126,Paddle,0.11555,False
126,Pembroke,0.0944294,True
127,Pembroke,0.48483,True
127,Cardigan,0.425303,True
127,Basenji,0.0147535,True
128,Soft-Coated_Wheaten_Terrier,0.406374,True
128,Lakeland_Terrier,0.263854,True
128,Toy_Poodle,0.150844,True
129,Golden_Retriever,0.215944,True
129,Basset,0.189214,True
129,Cardigan,0.11301,True
130,Web_Site,0.995535,False
130,Skunk,0.00136349,False
130,Badger,0.00068565,False
131,King_Penguin,0.606747,False
131,Ice_Bear,0.264221,False
131,Eskimo_Dog,0.0327838,True
132,Shopping_Basket,0.398361,False
132,Hamper,0.363222,False
132,Bassinet,0.0841735,False
133,Arctic_Fox,0.119243,False
133,Labrador_Retriever,0.0999648,True
133,Pug,0.0867165,True
134,Standard_Poodle,0.587372,True
134,Bedlington_Terrier,0.182411,True
134,Afghan_Hound,0.040968,True
135,Staffordshire_Bullterrier,0.412879,True
135,Miniature_Pinscher,0.16148800000000002,True
135,American_Staffordshire_Terrier,0.112495,True
136,Basenji,0.0553794,True
136,Shetland_Sheepdog,0.0543221,True
136,Whippet,0.0519134,True
137,Labrador_Retriever,0.195835,True
137,Kuvasz,0.121607,True
137,English_Setter,0.08146439999999999,True
138,Lakeland_Terrier,0.372988,True
138,Toy_Poodle,0.250445,True
138,Chihuahua,0.189737,True
139,American_Staffordshire_Terrier,0.267695,True
139,French_Bulldog,0.25405,True
139,Staffordshire_Bullterrier,0.212381,True
140,Bearskin,0.42787,False
140,Bow,0.258858,False
140,Panpipe,0.0215626,False
141,Shih-Tzu,0.985649,True
141,Lhasa,0.00707832,True
141,Pekinese,0.00305323,True
142,Bustard,0.380772,False
142,Pelican,0.100554,False
142,Crane,0.0847135,False
143,Crash_Helmet,0.757942,False
143,Toaster,0.0374968,False
143,Mouse,0.0272709,False
144,Chihuahua,0.708163,True
144,Pomeranian,0.0913719,True
144,Titi,0.0673255,False
145,Ox,0.0715361,False
145,Groenendael,0.0544548,True
145,Angora,0.045028,False
146,French_Bulldog,0.965403,True
146,Pug,0.00860381,True
146,Boston_Bull,0.00800356,True
147,Miniature_Schnauzer,0.904549,True
147,Australian_Terrier,0.0225294,True
147,Silky_Terrier,0.015243200000000004,True
148,Pekinese,0.589011,True
148,Shih-Tzu,0.390987,True
148,Japanese_Spaniel,0.00331035,True
149,Komondor,0.999956,True
149,Llama,4.3098100000000013e-05,False
149,Ram,2.1609e-07,False
150,Vacuum,0.432594,False
150,Pug,0.146311,True
150,Toilet_Tissue,0.0245003,False
151,Common_Iguana,0.483972,False
151,Frilled_Lizard,0.111377,False
151,Sandbar,0.0789834,False
152,Ski_Mask,0.302854,False
152,Knee_Pad,0.0968812,False
152,Balance_Beam,0.08407560000000001,False
153,Beagle,0.31911,True
153,Italian_Greyhound,0.103338,True
153,Basenji,0.09193,True
154,Chesapeake_Bay_Retriever,0.285508,True
154,Weimaraner,0.146832,True
154,Black-Footed_Ferret,0.0608648,False
155,Redbone,0.461172,True
155,Italian_Greyhound,0.270733,True
155,Miniature_Pinscher,0.109752,True
156,Malinois,0.640185,True
156,Irish_Terrier,0.1537,True
156,Rhodesian_Ridgeback,0.0684565,True
157,Golden_Retriever,0.903529,True
157,Tibetan_Mastiff,0.041497000000000006,True
157,Kuvasz,0.0225005,True
158,Teddy,0.413379,False
158,Pillow,0.325623,False
158,Miniature_Schnauzer,0.0355366,True
159,Kelpie,0.421979,True
159,Collie,0.22706,True
159,Cardigan,0.168211,True
160,Brittany_Spaniel,0.828425,True
160,Ibizan_Hound,0.043082,True
160,Blenheim_Spaniel,0.0280036,True
161,Standard_Poodle,0.237638,True
161,Old_English_Sheepdog,0.195573,True
161,Toy_Poodle,0.14465799999999998,True
162,Cocker_Spaniel,0.367492,True
162,Lakeland_Terrier,0.272621,True
162,Soft-Coated_Wheaten_Terrier,0.0670063,True
163,Shower_Curtain,0.226309,False
163,Chesapeake_Bay_Retriever,0.165878,True
163,Bathtub,0.0567261,False
164,Basset,0.605437,True
164,Welsh_Springer_Spaniel,0.184783,True
164,Saint_Bernard,0.116299,True
165,Golden_Retriever,0.608537,True
165,Irish_Setter,0.097078,True
165,Redbone,0.0760222,True
166,Jellyfish,0.447246,False
166,Coral_Reef,0.238625,False
166,Goldfish,0.0402269,False
167,Doormat,0.976103,False
167,Chihuahua,0.00563972,True
167,Norfolk_Terrier,0.00391265,True
168,Arabian_Camel,0.999614,False
168,Bison,0.00022809,False
168,Llama,6.71787e-05,False
169,Pug,0.917326,True
169,Waffle_Iron,0.014917500000000004,False
169,Chihuahua,0.0135244,True
170,Lynx,0.287506,False
170,Tabby,0.206048,False
170,Koala,0.0814193,False
171,Hog,0.11378900000000003,False
171,English_Springer,0.0897633,True
171,French_Bulldog,0.08218639999999999,True
172,Pembroke,0.82294,True
172,Cardigan,0.177035,True
172,Basenji,2.33526e-05,True
173,Chihuahua,0.127178,True
173,Italian_Greyhound,0.05421469999999999,True
173,Pillow,0.0485916,False
174,Comic_Book,0.275927,False
174,Bib,0.173516,False
174,Jersey,0.073911,False
175,Chihuahua,0.803528,True
175,Pomeranian,0.0538711,True
175,Chow,0.0322574,True
176,Pug,0.910452,True
176,French_Bulldog,0.0550896,True
176,Chihuahua,0.0148966,True
177,Minivan,0.435396,False
177,Police_Van,0.310143,False
177,Minibus,0.068201,False
178,Golden_Retriever,0.992758,True
178,Irish_Setter,0.00337904,True
178,Saluki,0.00122963,True
179,Seashore,0.201659,False
179,Cardigan,0.131544,True
179,Sandbar,0.10143,False
180,Golden_Retriever,0.919584,True
180,Labrador_Retriever,0.0496695,True
180,Kuvasz,0.0102161,True
181,Siberian_Husky,0.424202,True
181,Eskimo_Dog,0.23766,True
181,Malamute,0.0525717,True
182,Cuirass,0.756829,False
182,Breastplate,0.23352,False
182,Bulletproof_Vest,0.00381188,False
183,Teddy,0.379656,False
183,Pembroke,0.212343,True
183,Chow,0.0969953,True
184,Chihuahua,0.97399,True
184,French_Bulldog,0.010832,True
184,Pekinese,0.00209865,True
185,Labrador_Retriever,0.367818,True
185,German_Short-Haired_Pointer,0.280642,True
185,Chesapeake_Bay_Retriever,0.184246,True
186,Golden_Retriever,0.539004,True
186,Irish_Setter,0.40655,True
186,Cocker_Spaniel,0.0414844,True
187,Basset,0.749394,True
187,Beagle,0.133579,True
187,Welsh_Springer_Spaniel,0.030198400000000007,True
188,Brabancon_Griffon,0.483268,True
188,Miniature_Pinscher,0.307465,True
188,Redbone,0.07052380000000001,True
189,Airedale,0.168762,True
189,Norfolk_Terrier,0.107479,True
189,Lakeland_Terrier,0.0978459,True
190,Cocker_Spaniel,0.359843,True
190,Blenheim_Spaniel,0.139519,True
190,Toy_Poodle,0.132746,True
191,Toy_Poodle,0.623685,True
191,Miniature_Poodle,0.25992,True
191,Standard_Poodle,0.0825297,True
192,Chihuahua,0.980511,True
192,Toy_Terrier,0.00916644,True
192,Miniature_Pinscher,0.00265851,True
193,Minivan,0.8734879999999999,False
193,Pickup,0.0412593,False
193,Beach_Wagon,0.0154005,False
194,West_Highland_White_Terrier,0.946828,True
194,Miniature_Schnauzer,0.0223436,True
194,Cairn,0.00946166,True
195,Candle,0.174315,False
195,Lampshade,0.120407,False
195,Plunger,0.0720994,False
196,Eskimo_Dog,0.595665,True
196,Siberian_Husky,0.214474,True
196,White_Wolf,0.147235,False
197,Maltese_Dog,0.659619,True
197,Tibetan_Terrier,0.193539,True
197,Shih-Tzu,0.0393271,True
198,Seat_Belt,0.874502,False
198,Golden_Retriever,0.0554081,True
198,Labrador_Retriever,0.0268543,True
199,Weasel,0.262802,False
199,Siamese_Cat,0.148263,False
199,Hamster,0.116374,False
200,Dalmatian,0.141257,True
200,Borzoi,0.137744,True
200,Labrador_Retriever,0.103792,True
201,Christmas_Stocking,0.188397,False
201,Studio_Couch,0.0868867,False
201,Bookcase,0.08259860000000001,False
202,Pomeranian,0.998275,True
202,Chihuahua,0.000605476,True
202,Pekinese,0.000515688,True
203,Washbasin,0.245794,False
203,Toilet_Seat,0.10942,False
203,Paper_Towel,0.105664,False
204,Pembroke,0.8584940000000001,True
204,Hamster,0.0263188,False
204,Shetland_Sheepdog,0.022405200000000004,True
205,Car_Mirror,0.343063,False
205,Seat_Belt,0.110289,False
205,Wing,0.0801485,False
206,Pomeranian,0.984231,True
206,Keeshond,0.0102311,True
206,Papillon,0.00221897,True
207,Vizsla,0.743216,True
207,Redbone,0.217282,True
207,Rhodesian_Ridgeback,0.0284735,True
208,Miniature_Pinscher,0.734744,True
208,Rottweiler,0.13106600000000002,True
208,Doberman,0.0815094,True
209,Teddy,0.953071,False
209,Koala,0.00702672,False
209,Fur_Coat,0.00536817,False
210,Piggy_Bank,0.17632,False
210,Hair_Spray,0.097487,False
210,Toy_Poodle,0.08650160000000001,True
211,Beagle,0.375313,True
211,Saint_Bernard,0.17491099999999998,True
211,English_Foxhound,0.115888,True
212,Pot,0.273767,False
212,Tray,0.0928884,False
212,Doormat,0.0507279,False
213,Web_Site,0.901552,False
213,Borzoi,0.0266596,True
213,Chihuahua,0.0124376,True
214,Blenheim_Spaniel,0.998335,True
214,Beagle,0.000647289,True
214,Brittany_Spaniel,0.000391866,True
215,Snail,0.563631,False
215,Slug,0.296649,False
215,Bolete,0.0318392,False
216,Italian_Greyhound,0.329339,True
216,American_Staffordshire_Terrier,0.305294,True
216,Whippet,0.111686,True
217,Boathouse,0.313829,False
217,Birdhouse,0.13833099999999998,False
217,Ashcan,0.0456732,False
218,Malamute,0.6018859999999999,True
218,Siberian_Husky,0.340106,True
218,Eskimo_Dog,0.0500413,True
219,Mud_Turtle,0.157477,False
219,Terrapin,0.131846,False
219,Box_Turtle,0.0606782,False
220,German_Short-Haired_Pointer,0.273492,True
220,Staffordshire_Bullterrier,0.132944,True
220,Bluetick,0.124562,True
221,Toy_Poodle,0.383346,True
221,Miniature_Poodle,0.153678,True
221,Chow,0.138543,True
222,Chihuahua,0.368876,True
222,Pomeranian,0.282102,True
222,Papillon,0.178795,True
223,Shetland_Sheepdog,0.380278,True
223,Cardigan,0.342806,True
223,Guinea_Pig,0.156249,False
224,Irish_Terrier,0.254856,True
224,Briard,0.227716,True
224,Soft-Coated_Wheaten_Terrier,0.223263,True
225,Cairn,0.245033,True
225,West_Highland_White_Terrier,0.137709,True
225,Miniature_Schnauzer,0.0891725,True
226,Platypus,0.974075,False
226,Spotted_Salamander,0.0110676,False
226,Bison,0.00389691,False
227,English_Springer,0.974936,True
227,English_Setter,0.0116613,True
227,Cocker_Spaniel,0.00268899,True
228,Whippet,0.178027,True
228,Chesapeake_Bay_Retriever,0.105969,True
228,Beagle,0.0787197,True
229,Pug,0.8022229999999999,True
229,French_Bulldog,0.172557,True
229,Bull_Mastiff,0.0071628,True
230,Ping-Pong_Ball,0.999945,False
230,Tennis_Ball,1.76343e-05,False
230,Racket,1.47073e-05,False
231,Maltese_Dog,0.584397,True
231,Miniature_Schnauzer,0.0642008,True
231,Toy_Poodle,0.0608677,True
232,Sea_Urchin,0.493257,False
232,Porcupine,0.460565,False
232,Cardoon,0.00814587,False
233,Bow_Tie,0.268759,False
233,Cardigan,0.15395699999999998,False
233,Wig,0.0722949,False
234,Chihuahua,0.275793,True
234,Corn,0.0735958,False
234,Bolete,0.054905099999999984,False
235,Seat_Belt,0.952258,False
235,Toy_Terrier,0.0388716,True
235,Beagle,0.00322644,True
236,Chow,0.335269,True
236,Golden_Retriever,0.30585,True
236,Tibetan_Mastiff,0.0633253,True
237,Window_Shade,0.583427,False
237,Giant_Schnauzer,0.0622148,True
237,Window_Screen,0.039941,False
238,Jack-O'-Lantern,0.91914,False
238,Chesapeake_Bay_Retriever,0.027351,True
238,Labrador_Retriever,0.0200809,True
239,Sorrel,0.46037,False
239,Basenji,0.135767,True
239,Cardigan,0.0991743,True
240,Sussex_Spaniel,0.403552,True
240,Otterhound,0.256302,True
240,Irish_Terrier,0.187315,True
241,English_Springer,0.403698,True
241,Brittany_Spaniel,0.347609,True
241,Welsh_Springer_Spaniel,0.137186,True
242,Peacock,0.999924,False
242,European_Gallinule,2.9873000000000007e-05,False
242,Agama,2.15076e-05,False
243,Arctic_Fox,0.188174,False
243,Indri,0.123584,False
243,Malamute,0.08037949999999999,True
244,Axolotl,0.611558,False
244,Tailed_Frog,0.186484,False
244,Common_Newt,0.078694,False
245,Minivan,0.730152,False
245,Beach_Wagon,0.07866139999999999,False
245,Car_Wheel,0.06434580000000001,False
246,Wool,0.070076,False
246,Siamang,0.06253600000000001,False
246,Gorilla,0.0588936,False
247,Banana,0.107317,False
247,Orange,0.0996622,False
247,Bagel,0.0890326,False
248,Dandie_Dinmont,0.6761020000000001,True
248,West_Highland_White_Terrier,0.0408256,True
248,Clumber,0.0395333,True
249,Ibizan_Hound,0.34273400000000004,True
249,Brittany_Spaniel,0.229065,True
249,Chihuahua,0.104029,True
250,Shetland_Sheepdog,0.07112439999999999,True
250,Home_Theater,0.06839780000000001,False
250,American_Staffordshire_Terrier,0.06696389999999999,True
251,Norwich_Terrier,0.419838,True
251,Cairn,0.351876,True
251,Norfolk_Terrier,0.0510937,True
252,Pomeranian,0.368161,True
252,Pekinese,0.350973,True
252,Golden_Retriever,0.114902,True
253,Wood_Rabbit,0.368562,False
253,Tabby,0.309675,False
253,Egyptian_Cat,0.154914,False
254,Dhole,0.350416,False
254,Hare,0.236661,False
254,Wood_Rabbit,0.0911328,False
255,Keeshond,0.994065,True
255,Norwegian_Elkhound,0.00182748,True
255,Cairn,0.00182131,True
256,Norfolk_Terrier,0.17285,True
256,Golden_Retriever,0.0727022,True
256,Television,0.0374942,False
257,Pug,0.776612,True
257,Brabancon_Griffon,0.112032,True
257,Boxer,0.0390514,True
258,Labrador_Retriever,0.244889,True
258,American_Black_Bear,0.0569935,False
258,Brown_Bear,0.0539926,False
259,Chihuahua,0.952963,True
259,French_Bulldog,0.0365747,True
259,Boston_Bull,0.0019774000000000003,True
260,Lacewing,0.381955,False
260,Sulphur_Butterfly,0.10681,False
260,Leafhopper,0.06834689999999999,False
261,Dingo,0.7771239999999999,False
261,Pembroke,0.12743800000000002,True
